timestamp_utc,total_cpu_pct,matlab_cpu_s,python_cpu_s,lm_studio_cpu_s
2026-08-17T14:05:33.2917786+00:00,12.529989,1608.203125,0.000000,29.843750
2026-08-17T14:05:35.3622520+00:00,12.963348,1612.437500,0.000000,29.843750
2026-08-17T14:05:37.4137537+00:00,15.689068,1616.546875,0.000000,29.843750
2026-08-17T14:05:39.4852282+00:00,11.797325,1620.718750,0.000000,29.843750
2026-08-17T14:05:41.5267568+00:00,12.317717,1624.812500,0.000000,29.843750
2026-08-17T14:05:43.5982184+00:00,10.670789,1628.968750,0.000000,29.843750
2026-08-17T14:05:45.6666891+00:00,11.893607,1633.109375,0.000000,29.843750
2026-08-17T14:05:47.7222032+00:00,13.914093,1637.218750,0.000000,29.843750
2026-08-17T14:05:49.7786827+00:00,12.574610,1641.328125,0.000000,29.843750
2026-08-17T14:05:51.8372002+00:00,11.107684,1645.453125,0.000000,29.843750
2026-08-17T14:05:53.8916949+00:00,11.670086,1649.687500,0.000000,29.843750
2026-08-17T14:05:55.9501569+00:00,11.793840,1653.796875,0.000000,29.843750
2026-08-17T14:05:58.0032793+00:00,12.709638,1657.968750,0.000000,29.843750
2026-08-17T14:06:00.0853342+00:00,8.269281,1659.968750,0.000000,29.843750
