sim_time_s,v_bus_v,soc_pct,i_batt_a,p_batt_w,p_load_w,p_source_w,source_at_limit,p_batt_ref_w,state_code,charge_headroom_w,p_load_nominal_w,voltage_error_v,llm_mode_code,llm_requested_power_w,llm_command_valid,llm_command_seq,llm_command_age_s
0.018,398.142152383168,15.0000020956486,-0.228671256195296,-84.9942944614641,-199.071076191584,107.819431697097,0,-100,1,275,200,0.857847616832316,NaN,NaN,NaN,NaN,NaN
0.019,398.047577304484,15.0000022708051,-0.232297897483559,-86.4949242847858,-199.023788652242,115.444143876663,0,-100,1,275,200,0.952422695516248,NaN,NaN,NaN,NaN,NaN
0.02,397.956004343172,15.0000024486899,-0.235567169591601,-87.8454798547028,-198.978002171586,123.128888038994,0,-100,1,275,200,1.04399565682775,NaN,NaN,NaN,NaN,NaN
0.021,397.867549978391,15.0000026290303,-0.238514421201782,-89.060970741451,-198.933774989196,130.86299543728,0,-100,1,275,200,1.13245002160858,NaN,NaN,NaN,NaN,NaN
0.022,397.782317214521,15.0000028115808,-0.24117147795687,-90.1549051497929,-198.89115860726,138.636145065393,0,-100,1,275,200,1.2176827854795,NaN,NaN,NaN,NaN,NaN
0.023,397.70039653804,15.0000029961197,-0.243566994264159,-91.1394401334189,-198.85019826902,146.438348450204,0,-100,1,275,200,1.29960346195998,NaN,NaN,NaN,NaN,NaN
0.024,397.62186678861,15.0000031824483,-0.24572676991029,-92.0255167730501,-198.810933394305,154.259936188433,0,-100,1,275,200,1.37813321138981,NaN,NaN,NaN,NaN,NaN
0.025,397.546795953195,15.0000033703878,-0.247674035022444,-92.8229818247127,-198.773397976598,162.091546031622,0,-100,1,275,200,1.45320404680484,NaN,NaN,NaN,NaN,NaN
0.026,397.475241891094,15.0000035597768,-0.249429706553177,-93.5406971934614,-198.737620945547,169.924112345987,0,-100,1,275,200,1.52475810890621,NaN,NaN,NaN,NaN,NaN
0.027,397.407252996928,15.0000037504705,-0.251012619144594,-94.1866384518674,-198.703626498464,177.748856791733,0,-100,1,275,200,1.59274700307236,NaN,NaN,NaN,NaN,NaN
0.028,397.342868807957,15.0000039423381,-0.252439732939032,-94.7679835002943,-198.671434403978,185.557280080528,0,-100,1,275,200,1.65713119204338,NaN,NaN,NaN,NaN,NaN
0.029,397.282120561477,15.0000041352624,-0.253726320644409,-95.2911923559957,-198.641060280738,193.341154682706,0,-100,1,275,200,1.71787943852325,NaN,NaN,NaN,NaN,NaN
0.03,397.225031707284,15.0000043291378,-0.254886135930043,-95.7620789591388,-198.612515853642,201.092518376195,0,-100,1,275,200,1.7749682927157,NaN,NaN,NaN,NaN,NaN
0.031,397.171618379966,15.0000045238689,-0.255931565019661,-96.1858757948504,-198.585809189983,208.803668528627,0,-100,1,275,200,1.82838162003378,NaN,NaN,NaN,NaN,NaN
0.032,397.121889834981,15.0000047193702,-0.256873763160982,-96.5672920503303,-198.560944917491,216.4671570275,0,-100,1,275,200,1.87811016501877,NaN,NaN,NaN,NaN,NaN
0.033,397.075848852336,15.0000049155647,-0.257722777482473,-96.9105659540434,-198.537924426168,224.075785772133,0,-100,1,275,200,1.92415114766425,NaN,NaN,NaN,NaN,NaN
0.034,397.033492111078,15.000005112383,-0.258487657596536,-97.2195118792035,-198.516746055539,231.622602657545,0,-100,1,275,200,1.96650788892242,NaN,NaN,NaN,NaN,NaN
0.035,396.994810537682,15.0000053097626,-0.259176555172012,-97.4975627354607,-198.497405268841,239.100897980206,0,-100,1,275,200,2.00518946231779,NaN,NaN,NaN,NaN,NaN
0.036,396.959789630882,15.0000055076475,-0.259796813576658,-97.7478081202486,-198.479894815441,246.504201211117,0,-100,1,275,200,2.04021036911797,NaN,NaN,NaN,NaN,NaN
0.037,396.928409765377,15.0000057059871,-0.260355048579934,-97.9730286540455,-198.464204882689,253.826278081196,0,-100,1,275,200,2.07159023462259,NaN,NaN,NaN,NaN,NaN
0.038,396.900646476553,15.0000059047361,-0.260857221007547,-98.1757268813439,-198.450323238276,261.061127932131,0,-100,1,275,200,2.09935352344718,NaN,NaN,NaN,NaN,NaN
0.039,396.8764707281,15.0000061038534,-0.261308702150042,-98.3581550808975,-198.43823536405,268.202981290733,0,-100,1,275,200,2.12352927190017,NaN,NaN,NaN,NaN,NaN
0.04,396.855849164275,15.0000063033023,-0.261714332647633,-98.522340294442,-198.427924582137,275.246297628166,0,-100,1,275,200,2.14415083572538,NaN,NaN,NaN,NaN,NaN
0.041,396.838744348252,15.0000065030496,-0.262078475501395,-98.6701068521346,-198.419372174126,282.185763272894,0,-100,1,275,200,2.16125565174792,NaN,NaN,NaN,NaN,NaN
0.042,396.825114988021,15.0000067030653,-0.262405063795992,-98.8030966451193,-198.41255749401,289.016289443955,0,-100,1,275,200,2.17488501197903,NaN,NaN,NaN,NaN,NaN
