sim_time_s,v_bus_v,soc_pct,i_batt_a,p_batt_w,p_load_w,p_source_w,source_at_limit,p_batt_ref_w,state_code,charge_headroom_w,p_load_nominal_w,voltage_error_v,llm_mode_code,llm_requested_power_w,llm_command_valid,llm_command_seq,llm_command_age_s
0.128,400.657604736279,15,0,0,-200.32880236814,228.479019540093,0,0,3,275,200,0,0,0,1,1,0.0021505
0.129,400.672634569812,15,0,0,-200.336317284906,226.537854827684,0,0,3,275,200,0,0,0,1,1,0.0021505
0.13,400.686686571862,15,0,0,-200.343343285931,224.607023893537,0,0,3,275,200,0,0,0,1,1,0.0021505
0.131,400.699765342703,15,0,0,-200.349882671351,222.688310183352,0,0,3,275,200,0,0,0,1,1,0.0021505
0.132,400.711876386963,15,0,0,-200.355938193482,220.783450337611,0,0,3,275,200,0,0,0,1,1,0.0021505
0.133,400.723026090495,15,0,0,-200.361513045248,218.894133271008,0,0,3,275,200,0,0,0,1,1,0.0021505
0.134,400.733221696799,15,0,0,-200.3666108484,217.021999320072,0,0,3,275,200,0,0,0,1,1,0.0021505
0.135,400.74247128299,15,0,0,-200.371235641495,215.168639460244,0,0,3,275,200,0,0,0,1,1,0.0021505
0.136,400.750783735408,15,0,0,-200.375391867704,213.335594589496,0,0,3,275,200,0,0,0,1,1,0.0021505
0.137,400.758168724868,15,0,0,-200.379084362434,211.524354879355,0,0,3,275,200,0,0,0,1,1,0.0021505
0.138,400.764636681598,15,0,0,-200.382318340799,209.736359192221,0,0,3,275,200,0,0,0,1,1,0.0021505
0.139,400.770198769873,15,0,0,-200.385099384937,207.97299456535,0,0,3,275,200,0,0,0,1,1,0.0021505
0.14,400.774866862397,15,0,0,-200.387433431199,206.235595759869,0,0,3,275,200,0,0,0,1,1,0.0021505
0.141,400.778653514451,15,0,0,-200.389326757225,204.525444874736,0,0,3,275,200,0,0,0,1,1,0.0021505
0.142,400.781571937856,15,0,0,-200.390785968928,202.843771023984,0,0,3,275,200,0,0,0,1,1,0.0021505
0.143,400.783635974784,15,0,0,-200.391817987392,201.191750076674,0,0,3,275,200,0,0,0,1,1,0.0021505
0.144,400.784860071375,15,0,0,-200.392430035687,199.570504460656,0,0,3,275,200,0,0,0,1,1,0.0021505
0.145,400.785259251334,15,0,0,-200.392629625667,197.981103024522,0,0,3,275,200,0,0,0,1,1,0.0021505
0.146,400.784849089376,15,0,0,-200.392424544688,196.424560962136,0,0,3,275,200,0,0,0,1,1,0.0021505
0.147,400.783645684646,15,0,0,-200.391822842323,194.90183979515,0,0,3,275,200,0,0,0,1,1,0.0021505
0.148,400.781665634153,15,0,0,-200.390832817076,193.413847412235,0,0,3,275,200,0,0,0,1,1,0.0021505
0.149,400.778926006154,15,0,0,-200.389463003077,191.961438166647,0,0,3,275,200,0,0,0,1,1,0.0021505
0.15,400.775444313622,15,0,0,-200.387722156811,190.545413027797,0,0,3,275,200,0,0,0,1,1,0.0021505
0.151,400.771238487737,15,0,0,-200.385619243868,189.166519787604,0,0,3,275,200,0,0,0,1,1,0.0021505
0.152,400.766326851477,15,0,0,-200.383163425739,187.825453319795,0,0,3,275,200,0,0,0,1,1,0.0021505
0.153,400.760728093346,15,0,0,-200.380364046673,186.522855889224,0,0,3,275,200,0,0,0,1,1,0.0021505
0.154,400.754461241182,15,0,0,-200.377230620591,185.259317513491,0,0,3,275,200,0,0,0,1,1,0.0021505
0.155,400.747545636191,15,0,0,-200.373772818095,184.035376370651,0,0,3,275,200,0,0,0,1,1,0.0021505
0.156,400.7400009071,15,0,0,-200.37000045355,182.851519256521,0,0,3,275,200,0,0,0,1,1,0.0021505
0.157,400.73184694457,15,0,0,-200.365923472285,181.708182086005,0,0,3,275,200,0,0,0,1,1,0.0021505
0.158,400.723103875823,15,0,0,-200.361551937912,180.605750438472,0,0,3,275,200,0,0,0,1,1,0.0021505
0.159,400.71379203948,15,0,0,-200.35689601974,179.544560148222,0,0,3,275,200,0,0,0,1,1,0.0021505
0.16,400.70393196074,15,0,0,-200.35196598037,178.524897932739,0,0,3,275,200,0,0,0,1,1,0.0021505
0.161,400.693544326792,15,0,0,-200.346772163396,177.547002063101,0,0,3,275,200,0,0,0,1,1,0.0021505
0.162,400.682649962563,15,0,0,-200.341324981281,176.611063071587,0,0,3,275,200,0,0,0,1,1,0.0021505
0.163,400.671269806792,15,0,0,-200.335634903396,175.717224495634,0,0,3,275,200,0,0,0,1,1,0.0021505
0.164,400.659424888446,15,0,0,-200.329712444223,174.865583657158,0,0,3,275,200,0,0,0,1,1,0.0021505
0.165,400.647136303516,15,0,0,-200.323568151758,174.056192474599,0,0,3,275,200,0,0,0,1,1,0.0021505
0.166,400.63442519217,15,0,0,-200.317212596085,173.289058307298,0,0,3,275,200,0,0,0,1,1,0.0021505
0.167,400.621312716326,15,0,0,-200.310656358163,172.564144829812,0,0,3,275,200,0,0,0,1,1,0.0021505
0.168,400.607820037626,15,0,0,-200.303910018813,171.881372934689,0,0,3,275,200,0,0,0,1,1,0.0021505
0.169,400.593968295825,15,0,0,-200.296984147912,171.240621662802,0,0,3,275,200,0,0,0,1,1,0.0021505
0.17,400.57977858767,15,0,0,-200.289889293835,170.641729157334,0,0,3,275,200,0,0,0,1,1,0.0021505
0.171,400.56527194616,15,0,0,-200.28263597308,170.084493644404,0,0,3,275,200,0,0,0,1,1,0.0021505
0.172,400.550469320326,15,0,0,-200.275234660163,169.568674433399,0,0,3,275,200,0,0,0,1,1,0.0021505
0.173,400.535391555487,15,0,0,-200.267695777743,169.093992938861,0,0,3,275,200,0,0,0,1,1,0.0021505
0.174,400.520059373938,15,0,0,-200.260029686969,168.660133722846,0,0,3,275,200,0,0,0,1,1,0.0021505
0.175,400.504493356237,15,0,0,-200.252246678118,168.266745551691,0,0,3,275,200,0,0,0,1,1,0.0021505
0.176,400.488713922894,15,0,0,-200.244356961447,167.913442472626,0,0,3,275,200,0,0,0,1,1,0.0021505
0.177,400.472741316644,15,0,0,-200.236370658322,167.599804902545,0,0,3,275,200,0,0,0,1,1,0.0021505
0.178,400.456595585238,15,0,0,-200.228297792619,167.325380729919,0,0,3,275,200,0,0,0,1,1,0.0021505
0.179,400.440296564747,15,0,0,-200.220148282373,167.089686429416,0,0,3,275,200,0,0,0,1,1,0.0021505
0.18,400.42386386339,15,0,0,-200.211931931695,166.8922081871,0,0,3,275,200,0,0,0,1,1,0.0021505
0.181,400.40731684597,15,0,0,-200.203658422985,166.73240303218,0,0,3,275,200,0,0,0,1,1,0.0021505
0.182,400.390674618807,15,0,0,-200.195337309404,166.609699977737,0,0,3,275,200,0,0,0,1,1,0.0021505
0.183,400.373956015249,15,0,0,-200.186978007624,166.523501167229,0,0,3,275,200,0,0,0,1,1,0.0021505
0.184,400.357179581701,15,0,0,-200.17858979085,166.473183026645,0,0,3,275,200,0,0,0,1,1,0.0021505
