timestamp_utc,total_cpu_pct,matlab_cpu_s,python_cpu_s,lm_studio_cpu_s
2026-08-17T14:30:52.9597078+00:00,15.252228,1434.234375,2.546875,33.578125
2026-08-17T14:30:55.0242231+00:00,11.578433,1438.406250,2.546875,33.593750
2026-08-17T14:30:57.0717126+00:00,12.309786,1442.593750,2.546875,33.593750
2026-08-17T14:30:59.1242241+00:00,16.386602,1446.984375,2.546875,33.593750
2026-08-17T14:31:01.1767361+00:00,19.634768,1451.093750,2.546875,34.171875
2026-08-17T14:31:03.2272534+00:00,27.122076,1455.281250,2.546875,34.593750
2026-08-17T14:31:05.2917686+00:00,12.320613,1459.546875,2.546875,34.593750
2026-08-17T14:31:07.3492317+00:00,14.815112,1463.687500,2.546875,34.593750
2026-08-17T14:31:09.3967580+00:00,15.255228,1467.812500,2.546875,34.593750
2026-08-17T14:31:11.4622337+00:00,28.609933,1472.000000,2.546875,35.484375
2026-08-17T14:31:13.5267136+00:00,27.411601,1476.234375,2.562500,35.671875
2026-08-17T14:31:15.5802231+00:00,12.786366,1480.468750,2.562500,35.671875
2026-08-17T14:31:17.6327371+00:00,12.007620,1484.562500,2.562500,35.671875
2026-08-17T14:31:19.6842835+00:00,12.661451,1488.703125,2.562500,35.671875
2026-08-17T14:31:21.7347656+00:00,23.247779,1492.843750,2.562500,36.765625
2026-08-17T14:31:23.7843201+00:00,28.349981,1496.968750,2.562500,37.375000
2026-08-17T14:31:25.8377962+00:00,17.847899,1501.140625,2.562500,37.375000
2026-08-17T14:31:27.9073053+00:00,12.663250,1505.281250,2.562500,37.375000
2026-08-17T14:31:29.9697518+00:00,16.040509,1509.468750,2.562500,37.375000
2026-08-17T14:31:32.0312343+00:00,21.563358,1513.609375,2.562500,38.515625
2026-08-17T14:31:34.0867397+00:00,18.207088,1517.718750,2.578125,38.515625
2026-08-17T14:31:36.1382881+00:00,12.312883,1521.890625,2.578125,38.515625
2026-08-17T14:31:38.1917621+00:00,13.565033,1526.031250,2.578125,38.515625
2026-08-17T14:31:40.2482644+00:00,12.179882,1530.140625,2.578125,38.515625
2026-08-17T14:31:42.3007751+00:00,31.080749,1534.312500,2.593750,39.656250
2026-08-17T14:31:44.3522897+00:00,14.042084,1538.500000,2.593750,39.656250
2026-08-17T14:31:46.4057987+00:00,13.349081,1542.687500,2.593750,39.656250
2026-08-17T14:31:48.4563514+00:00,14.475487,1547.375000,2.593750,39.656250
2026-08-17T14:31:50.5128171+00:00,14.561318,1551.578125,2.593750,39.656250
2026-08-17T14:31:52.5782943+00:00,30.164315,1555.734375,2.609375,40.828125
2026-08-17T14:31:54.6278478+00:00,10.538033,1559.875000,2.609375,40.828125
2026-08-17T14:31:56.6813570+00:00,12.616448,1564.062500,2.609375,40.828125
2026-08-17T14:31:58.7338691+00:00,11.582325,1568.265625,2.609375,40.843750
2026-08-17T14:32:00.7863879+00:00,13.352660,1572.375000,2.609375,41.031250
2026-08-17T14:32:02.8388599+00:00,46.401793,1576.546875,2.625000,41.890625
2026-08-17T14:32:04.8914045+00:00,13.918866,1580.656250,2.625000,41.890625
2026-08-17T14:32:06.9484584+00:00,21.170364,1584.765625,2.625000,41.890625
2026-08-17T14:32:08.9960175+00:00,23.595193,1588.953125,2.625000,41.890625
2026-08-17T14:32:11.0543022+00:00,24.079737,1594.093750,2.625000,42.375000
2026-08-17T14:32:13.1187766+00:00,27.832129,1601.125000,2.625000,43.390625
2026-08-17T14:32:15.1742806+00:00,15.292724,1605.343750,2.625000,43.390625
2026-08-17T14:32:17.2287876+00:00,25.396228,1609.468750,2.625000,43.390625
2026-08-17T14:32:19.2852907+00:00,11.796675,1613.593750,2.625000,43.390625
2026-08-17T14:32:21.3377668+00:00,18.545607,1617.718750,2.640625,44.109375
2026-08-17T14:32:23.3872859+00:00,21.224869,1621.796875,2.640625,46.203125
2026-08-17T14:32:25.4438207+00:00,24.803475,1625.843750,2.656250,46.609375
2026-08-17T14:32:27.4992913+00:00,15.514633,1630.000000,2.656250,46.609375
2026-08-17T14:32:29.5518362+00:00,11.314001,1634.125000,2.656250,46.609375
2026-08-17T14:32:31.6079487+00:00,20.266428,1638.375000,0.000000,46.609375
