tick_index,status,sim_time_s,soc_pct,v_bus_v,v_batt_v,i_batt_a,p_batt_w,p_load_w,load_consumption_w,p_source_w,max_safe_discharge_w,max_safe_charge_w,source_power_limit_w,source_deficit_w,source_support_needed,source_support_active,source_support_target_w,bus_voltage_error_v,bus_voltage_support_w,bus_voltage_support_active,bus_support_integral_error_v,bus_support_integral_v_s,bus_support_integral_w,bus_support_integral_context_active,bus_support_trim_error_v,bus_support_trim_source_slack_w,bus_support_trim_w,bus_support_target_unslewed_w,bus_support_target_slew_active,bus_support_target_w,source_can_sink_power,source_at_limit,source_available,fault_flags,observation_extra,policy_mode,policy_p_batt_cmd_w,policy_command_enable,policy_command_reason,command_mode,p_batt_cmd_w,command_enable,command_reason,constraint_note,violations
10,running,74.384,15.0,399.9999992208823,273.7113402061858,0.0,0.0,-499.99999902610284,499.99999902610284,500.0,474.99999902610284,0.0,500.0,0.0,False,False,0.0,7.791177267790772e-07,3.895588633895386e-06,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,0.0,False,True,True,{},"{'source': 'simulink', 'load_consumption_w': 499.99999902610284, 'max_safe_discharge_w': 474.99999902610284, 'max_safe_charge_w': 0.0, 'source_power_limit_w': 500.0, 'source_deficit_w': 0.0, 'source_support_needed': False, 'source_support_active': False, 'source_support_target_w': 0.0, 'bus_voltage_error_v': 7.791177267790772e-07, 'bus_voltage_support_w': 3.895588633895386e-06, 'bus_voltage_support_active': False, 'bus_support_integral_error_v': 0.0, 'bus_support_integral_v_s': 0.0, 'bus_support_integral_w': 0.0, 'bus_support_integral_context_active': False, 'bus_support_integral_gain_w_per_v_s': 0.0, 'bus_support_integral_max_w': 20.0, 'bus_support_integral_leak_per_s': 0.25, 'bus_support_integral_deadband_v': 0.25, 'bus_support_trim_error_v': 0.0, 'bus_support_trim_source_slack_w': 0.0, 'bus_support_trim_w': 0.0, 'bus_support_trim_gain_w_per_v_s': 0.0, 'bus_support_trim_max_w': 12.0, 'bus_support_trim_decay_w_per_s': 0.25, 'bus_support_trim_deadband_v': 0.25, 'bus_support_trim_source_slack_deadband_w': 2.0, 'bus_support_target_unslewed_w': 0.0, 'bus_support_target_slew_active': False, 'bus_support_target_slew_down_w_per_s': 0.0, 'bus_support_target_w': 0.0, 'bus_support_min_w': 150.0, 'bus_support_gain_w_per_v': 5.0, 'source_support_entry_margin_w': 5.0, 'source_support_clear_margin_w': 1.0, 'source_support_bus_hysteresis_v': 5.0, 'source_support_hold_s': 3.0, 'source_backfeed_guard_enabled': True, 'source_min_power_w': 0.0, 'source_power_margin_w': 25.0, 'charge_headroom_guard_enabled': True, 'charge_power_margin_w': 25.0, 'charge_resume_bus_v': 385.0, 'charge_blocked_until_s': 0.0, 'post_discharge_charge_hold_s': 10.0, 'block_discharge_below_soc_min': True, 'allow_source_support_below_soc_min': True}",HOLD,0.0,True,LLM: SOC and Vbus are inside their target bands and source_overload_w=0,HOLD,0.0,True,LLM: SOC and Vbus are inside their target bands and source_overload_w=0,none,SOC 15.00% below target minimum 40.00%
11,running,78.04,15.0,399.999999920853,273.7113402061858,0.0,0.0,-499.99999990106625,499.99999990106625,500.0,474.99999990106625,0.0,500.0,0.0,False,False,0.0,7.91470142758044e-08,3.95735071379022e-07,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,0.0,False,True,True,{},"{'source': 'simulink', 'load_consumption_w': 499.99999990106625, 'max_safe_discharge_w': 474.99999990106625, 'max_safe_charge_w': 0.0, 'source_power_limit_w': 500.0, 'source_deficit_w': 0.0, 'source_support_needed': False, 'source_support_active': False, 'source_support_target_w': 0.0, 'bus_voltage_error_v': 7.91470142758044e-08, 'bus_voltage_support_w': 3.95735071379022e-07, 'bus_voltage_support_active': False, 'bus_support_integral_error_v': 0.0, 'bus_support_integral_v_s': 0.0, 'bus_support_integral_w': 0.0, 'bus_support_integral_context_active': False, 'bus_support_integral_gain_w_per_v_s': 0.0, 'bus_support_integral_max_w': 20.0, 'bus_support_integral_leak_per_s': 0.25, 'bus_support_integral_deadband_v': 0.25, 'bus_support_trim_error_v': 0.0, 'bus_support_trim_source_slack_w': 0.0, 'bus_support_trim_w': 0.0, 'bus_support_trim_gain_w_per_v_s': 0.0, 'bus_support_trim_max_w': 12.0, 'bus_support_trim_decay_w_per_s': 0.25, 'bus_support_trim_deadband_v': 0.25, 'bus_support_trim_source_slack_deadband_w': 2.0, 'bus_support_target_unslewed_w': 0.0, 'bus_support_target_slew_active': False, 'bus_support_target_slew_down_w_per_s': 0.0, 'bus_support_target_w': 0.0, 'bus_support_min_w': 150.0, 'bus_support_gain_w_per_v': 5.0, 'source_support_entry_margin_w': 5.0, 'source_support_clear_margin_w': 1.0, 'source_support_bus_hysteresis_v': 5.0, 'source_support_hold_s': 3.0, 'source_backfeed_guard_enabled': True, 'source_min_power_w': 0.0, 'source_power_margin_w': 25.0, 'charge_headroom_guard_enabled': True, 'charge_power_margin_w': 25.0, 'charge_resume_bus_v': 385.0, 'charge_blocked_until_s': 0.0, 'post_discharge_charge_hold_s': 10.0, 'block_discharge_below_soc_min': True, 'allow_source_support_below_soc_min': True}",HOLD,0.0,True,LLM: SOC and Vbus are inside their target bands and source_overload_w=0,HOLD,0.0,True,LLM: SOC and Vbus are inside their target bands and source_overload_w=0,none,SOC 15.00% below target minimum 40.00%
12,running,81.661,15.0,399.9999999917818,273.7113402061858,0.0,0.0,-499.99999998972726,499.99999998972726,500.0,474.99999998972726,0.0,500.0,0.0,False,False,0.0,8.21819412522018e-09,4.10909706261009e-08,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,0.0,False,True,True,{},"{'source': 'simulink', 'load_consumption_w': 499.99999998972726, 'max_safe_discharge_w': 474.99999998972726, 'max_safe_charge_w': 0.0, 'source_power_limit_w': 500.0, 'source_deficit_w': 0.0, 'source_support_needed': False, 'source_support_active': False, 'source_support_target_w': 0.0, 'bus_voltage_error_v': 8.21819412522018e-09, 'bus_voltage_support_w': 4.10909706261009e-08, 'bus_voltage_support_active': False, 'bus_support_integral_error_v': 0.0, 'bus_support_integral_v_s': 0.0, 'bus_support_integral_w': 0.0, 'bus_support_integral_context_active': False, 'bus_support_integral_gain_w_per_v_s': 0.0, 'bus_support_integral_max_w': 20.0, 'bus_support_integral_leak_per_s': 0.25, 'bus_support_integral_deadband_v': 0.25, 'bus_support_trim_error_v': 0.0, 'bus_support_trim_source_slack_w': 0.0, 'bus_support_trim_w': 0.0, 'bus_support_trim_gain_w_per_v_s': 0.0, 'bus_support_trim_max_w': 12.0, 'bus_support_trim_decay_w_per_s': 0.25, 'bus_support_trim_deadband_v': 0.25, 'bus_support_trim_source_slack_deadband_w': 2.0, 'bus_support_target_unslewed_w': 0.0, 'bus_support_target_slew_active': False, 'bus_support_target_slew_down_w_per_s': 0.0, 'bus_support_target_w': 0.0, 'bus_support_min_w': 150.0, 'bus_support_gain_w_per_v': 5.0, 'source_support_entry_margin_w': 5.0, 'source_support_clear_margin_w': 1.0, 'source_support_bus_hysteresis_v': 5.0, 'source_support_hold_s': 3.0, 'source_backfeed_guard_enabled': True, 'source_min_power_w': 0.0, 'source_power_margin_w': 25.0, 'charge_headroom_guard_enabled': True, 'charge_power_margin_w': 25.0, 'charge_resume_bus_v': 385.0, 'charge_blocked_until_s': 0.0, 'post_discharge_charge_hold_s': 10.0, 'block_discharge_below_soc_min': True, 'allow_source_support_below_soc_min': True}",HOLD,0.0,True,LLM: SOC and Vbus are inside their target bands and source_overload_w=0,HOLD,0.0,True,LLM: SOC and Vbus are inside their target bands and source_overload_w=0,none,SOC 15.00% below target minimum 40.00%
13,running,85.236,15.0,399.9999999991209,273.7113402061858,0.0,0.0,-499.99999999890116,499.99999999890116,500.0,474.99999999890116,0.0,500.0,0.0,False,False,0.0,8.79083472682396e-10,4.39541736341198e-09,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,0.0,False,True,True,{},"{'source': 'simulink', 'load_consumption_w': 499.99999999890116, 'max_safe_discharge_w': 474.99999999890116, 'max_safe_charge_w': 0.0, 'source_power_limit_w': 500.0, 'source_deficit_w': 0.0, 'source_support_needed': False, 'source_support_active': False, 'source_support_target_w': 0.0, 'bus_voltage_error_v': 8.79083472682396e-10, 'bus_voltage_support_w': 4.39541736341198e-09, 'bus_voltage_support_active': False, 'bus_support_integral_error_v': 0.0, 'bus_support_integral_v_s': 0.0, 'bus_support_integral_w': 0.0, 'bus_support_integral_context_active': False, 'bus_support_integral_gain_w_per_v_s': 0.0, 'bus_support_integral_max_w': 20.0, 'bus_support_integral_leak_per_s': 0.25, 'bus_support_integral_deadband_v': 0.25, 'bus_support_trim_error_v': 0.0, 'bus_support_trim_source_slack_w': 0.0, 'bus_support_trim_w': 0.0, 'bus_support_trim_gain_w_per_v_s': 0.0, 'bus_support_trim_max_w': 12.0, 'bus_support_trim_decay_w_per_s': 0.25, 'bus_support_trim_deadband_v': 0.25, 'bus_support_trim_source_slack_deadband_w': 2.0, 'bus_support_target_unslewed_w': 0.0, 'bus_support_target_slew_active': False, 'bus_support_target_slew_down_w_per_s': 0.0, 'bus_support_target_w': 0.0, 'bus_support_min_w': 150.0, 'bus_support_gain_w_per_v': 5.0, 'source_support_entry_margin_w': 5.0, 'source_support_clear_margin_w': 1.0, 'source_support_bus_hysteresis_v': 5.0, 'source_support_hold_s': 3.0, 'source_backfeed_guard_enabled': True, 'source_min_power_w': 0.0, 'source_power_margin_w': 25.0, 'charge_headroom_guard_enabled': True, 'charge_power_margin_w': 25.0, 'charge_resume_bus_v': 385.0, 'charge_blocked_until_s': 0.0, 'post_discharge_charge_hold_s': 10.0, 'block_discharge_below_soc_min': True, 'allow_source_support_below_soc_min': True}",HOLD,0.0,True,LLM: SOC and Vbus are inside their target bands and source_overload_w=0,HOLD,0.0,True,LLM: SOC and Vbus are inside their target bands and source_overload_w=0,none,SOC 15.00% below target minimum 40.00%
14,running,88.916,15.0,399.9999999999052,273.7113402061858,0.0,0.0,-499.9999999998815,499.9999999998815,499.99999999999994,474.9999999998815,0.0,500.0,0.0,False,False,0.0,9.481482265982777e-11,4.740741132991388e-10,False,0.0,0.0,0.0,False,0.0,5.684341886080802e-14,0.0,0.0,False,0.0,False,False,True,{},"{'source': 'simulink', 'load_consumption_w': 499.9999999998815, 'max_safe_discharge_w': 474.9999999998815, 'max_safe_charge_w': 0.0, 'source_power_limit_w': 500.0, 'source_deficit_w': 0.0, 'source_support_needed': False, 'source_support_active': False, 'source_support_target_w': 0.0, 'bus_voltage_error_v': 9.481482265982777e-11, 'bus_voltage_support_w': 4.740741132991388e-10, 'bus_voltage_support_active': False, 'bus_support_integral_error_v': 0.0, 'bus_support_integral_v_s': 0.0, 'bus_support_integral_w': 0.0, 'bus_support_integral_context_active': False, 'bus_support_integral_gain_w_per_v_s': 0.0, 'bus_support_integral_max_w': 20.0, 'bus_support_integral_leak_per_s': 0.25, 'bus_support_integral_deadband_v': 0.25, 'bus_support_trim_error_v': 0.0, 'bus_support_trim_source_slack_w': 5.684341886080802e-14, 'bus_support_trim_w': 0.0, 'bus_support_trim_gain_w_per_v_s': 0.0, 'bus_support_trim_max_w': 12.0, 'bus_support_trim_decay_w_per_s': 0.25, 'bus_support_trim_deadband_v': 0.25, 'bus_support_trim_source_slack_deadband_w': 2.0, 'bus_support_target_unslewed_w': 0.0, 'bus_support_target_slew_active': False, 'bus_support_target_slew_down_w_per_s': 0.0, 'bus_support_target_w': 0.0, 'bus_support_min_w': 150.0, 'bus_support_gain_w_per_v': 5.0, 'source_support_entry_margin_w': 5.0, 'source_support_clear_margin_w': 1.0, 'source_support_bus_hysteresis_v': 5.0, 'source_support_hold_s': 3.0, 'source_backfeed_guard_enabled': True, 'source_min_power_w': 0.0, 'source_power_margin_w': 25.0, 'charge_headroom_guard_enabled': True, 'charge_power_margin_w': 25.0, 'charge_resume_bus_v': 385.0, 'charge_blocked_until_s': 0.0, 'post_discharge_charge_hold_s': 10.0, 'block_discharge_below_soc_min': True, 'allow_source_support_below_soc_min': True}",DISCHARGE,100.0,True,LLM: SOC below soc_min and source has headroom,HOLD,0.0,True,LLM: SOC below soc_min and source has headroom; blocked discharge because SOC is below the target minimum (15.00% <= 40.00%) and neither bus voltage nor source overload requires support,blocked discharge because SOC is below the target minimum (15.00% <= 40.00%) and neither bus voltage nor source overload requires support,SOC 15.00% below target minimum 40.00%
15,running,97.789,15.0,399.9999999999546,273.7113402061859,0.0,0.0,-499.9999999999432,499.9999999999432,500.0,474.9999999999432,0.0,500.0,0.0,False,False,0.0,4.5417891669785604e-11,2.2708945834892802e-10,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,0.0,False,True,True,{},"{'source': 'simulink', 'load_consumption_w': 499.9999999999432, 'max_safe_discharge_w': 474.9999999999432, 'max_safe_charge_w': 0.0, 'source_power_limit_w': 500.0, 'source_deficit_w': 0.0, 'source_support_needed': False, 'source_support_active': False, 'source_support_target_w': 0.0, 'bus_voltage_error_v': 4.5417891669785604e-11, 'bus_voltage_support_w': 2.2708945834892802e-10, 'bus_voltage_support_active': False, 'bus_support_integral_error_v': 0.0, 'bus_support_integral_v_s': 0.0, 'bus_support_integral_w': 0.0, 'bus_support_integral_context_active': False, 'bus_support_integral_gain_w_per_v_s': 0.0, 'bus_support_integral_max_w': 20.0, 'bus_support_integral_leak_per_s': 0.25, 'bus_support_integral_deadband_v': 0.25, 'bus_support_trim_error_v': 0.0, 'bus_support_trim_source_slack_w': 0.0, 'bus_support_trim_w': 0.0, 'bus_support_trim_gain_w_per_v_s': 0.0, 'bus_support_trim_max_w': 12.0, 'bus_support_trim_decay_w_per_s': 0.25, 'bus_support_trim_deadband_v': 0.25, 'bus_support_trim_source_slack_deadband_w': 2.0, 'bus_support_target_unslewed_w': 0.0, 'bus_support_target_slew_active': False, 'bus_support_target_slew_down_w_per_s': 0.0, 'bus_support_target_w': 0.0, 'bus_support_min_w': 150.0, 'bus_support_gain_w_per_v': 5.0, 'source_support_entry_margin_w': 5.0, 'source_support_clear_margin_w': 1.0, 'source_support_bus_hysteresis_v': 5.0, 'source_support_hold_s': 3.0, 'source_backfeed_guard_enabled': True, 'source_min_power_w': 0.0, 'source_power_margin_w': 25.0, 'charge_headroom_guard_enabled': True, 'charge_power_margin_w': 25.0, 'charge_resume_bus_v': 385.0, 'charge_blocked_until_s': 0.0, 'post_discharge_charge_hold_s': 10.0, 'block_discharge_below_soc_min': True, 'allow_source_support_below_soc_min': True}",HOLD,0.0,True,LLM: SOC and Vbus are inside their target bands and source_overload_w=0,HOLD,0.0,True,LLM: SOC and Vbus are inside their target bands and source_overload_w=0,none,SOC 15.00% below target minimum 40.00%
16,running,102.932,15.0,339.0447989474128,273.7113402061858,0.0,0.0,-508.5671984211192,508.5671984211192,500.00000000000006,475.00000000000006,0.0,500.0,8.567198421119144,True,True,8.567198421119144,60.9552010525872,304.776005262936,True,0.0,0.0,0.0,True,0.0,0.0,0.0,313.34320368405514,False,313.34320368405514,False,True,True,{},"{'source': 'simulink', 'load_consumption_w': 508.5671984211192, 'max_safe_discharge_w': 475.00000000000006, 'max_safe_charge_w': 0.0, 'source_power_limit_w': 500.0, 'source_deficit_w': 8.567198421119144, 'source_support_needed': True, 'source_support_active': True, 'source_support_target_w': 8.567198421119144, 'bus_voltage_error_v': 60.9552010525872, 'bus_voltage_support_w': 304.776005262936, 'bus_voltage_support_active': True, 'bus_support_integral_error_v': 0.0, 'bus_support_integral_v_s': 0.0, 'bus_support_integral_w': 0.0, 'bus_support_integral_context_active': True, 'bus_support_integral_gain_w_per_v_s': 0.0, 'bus_support_integral_max_w': 20.0, 'bus_support_integral_leak_per_s': 0.25, 'bus_support_integral_deadband_v': 0.25, 'bus_support_trim_error_v': 0.0, 'bus_support_trim_source_slack_w': 0.0, 'bus_support_trim_w': 0.0, 'bus_support_trim_gain_w_per_v_s': 0.0, 'bus_support_trim_max_w': 12.0, 'bus_support_trim_decay_w_per_s': 0.25, 'bus_support_trim_deadband_v': 0.25, 'bus_support_trim_source_slack_deadband_w': 2.0, 'bus_support_target_unslewed_w': 313.34320368405514, 'bus_support_target_slew_active': False, 'bus_support_target_slew_down_w_per_s': 0.0, 'bus_support_target_w': 313.34320368405514, 'bus_support_min_w': 150.0, 'bus_support_gain_w_per_v': 5.0, 'source_support_entry_margin_w': 5.0, 'source_support_clear_margin_w': 1.0, 'source_support_bus_hysteresis_v': 5.0, 'source_support_hold_s': 3.0, 'source_backfeed_guard_enabled': True, 'source_min_power_w': 0.0, 'source_power_margin_w': 25.0, 'charge_headroom_guard_enabled': True, 'charge_power_margin_w': 25.0, 'charge_resume_bus_v': 385.0, 'charge_blocked_until_s': 0.0, 'post_discharge_charge_hold_s': 10.0, 'block_discharge_below_soc_min': True, 'allow_source_support_below_soc_min': True}",DISCHARGE,313.343,True,LLM: bus below target; battery supports bus,DISCHARGE,100.0,True,LLM: bus below target; battery supports bus; rate limit moved command toward 313.343 W; applied 100.000 W this tick,rate limit moved command toward 313.343 W; applied 100.000 W this tick,SOC 15.00% below target minimum 40.00% | bus voltage 339.04 V below soft minimum 380.00 V
17,running,107.016,15.0,333.4797416128721,273.7113402061858,0.0,0.0,-500.21961241930813,500.21961241930813,500.0,475.0,0.0,500.0,0.21961241930813458,False,True,0.21961241930813458,66.52025838712791,332.60129193563955,True,0.0,0.0,0.0,True,0.0,0.0,0.0,332.8209043549477,False,332.8209043549477,False,True,True,{},"{'source': 'simulink', 'load_consumption_w': 500.21961241930813, 'max_safe_discharge_w': 475.0, 'max_safe_charge_w': 0.0, 'source_power_limit_w': 500.0, 'source_deficit_w': 0.21961241930813458, 'source_support_needed': False, 'source_support_active': True, 'source_support_target_w': 0.21961241930813458, 'bus_voltage_error_v': 66.52025838712791, 'bus_voltage_support_w': 332.60129193563955, 'bus_voltage_support_active': True, 'bus_support_integral_error_v': 0.0, 'bus_support_integral_v_s': 0.0, 'bus_support_integral_w': 0.0, 'bus_support_integral_context_active': True, 'bus_support_integral_gain_w_per_v_s': 0.0, 'bus_support_integral_max_w': 20.0, 'bus_support_integral_leak_per_s': 0.25, 'bus_support_integral_deadband_v': 0.25, 'bus_support_trim_error_v': 0.0, 'bus_support_trim_source_slack_w': 0.0, 'bus_support_trim_w': 0.0, 'bus_support_trim_gain_w_per_v_s': 0.0, 'bus_support_trim_max_w': 12.0, 'bus_support_trim_decay_w_per_s': 0.25, 'bus_support_trim_deadband_v': 0.25, 'bus_support_trim_source_slack_deadband_w': 2.0, 'bus_support_target_unslewed_w': 332.8209043549477, 'bus_support_target_slew_active': False, 'bus_support_target_slew_down_w_per_s': 0.0, 'bus_support_target_w': 332.8209043549477, 'bus_support_min_w': 150.0, 'bus_support_gain_w_per_v': 5.0, 'source_support_entry_margin_w': 5.0, 'source_support_clear_margin_w': 1.0, 'source_support_bus_hysteresis_v': 5.0, 'source_support_hold_s': 3.0, 'source_backfeed_guard_enabled': True, 'source_min_power_w': 0.0, 'source_power_margin_w': 25.0, 'charge_headroom_guard_enabled': True, 'charge_power_margin_w': 25.0, 'charge_resume_bus_v': 385.0, 'charge_blocked_until_s': 112.932, 'post_discharge_charge_hold_s': 10.0, 'block_discharge_below_soc_min': True, 'allow_source_support_below_soc_min': True}",DISCHARGE,332.821,True,LLM: bus below target; battery supports bus,DISCHARGE,200.0,True,LLM: bus below target; battery supports bus; rate limit moved command toward 332.821 W; applied 200.000 W this tick,rate limit moved command toward 332.821 W; applied 200.000 W this tick,SOC 15.00% below target minimum 40.00% | bus voltage 333.48 V below soft minimum 380.00 V
18,running,111.013,15.0,333.3373232098208,273.7113402061858,0.0,0.0,-500.00598481473116,500.00598481473116,500.0,475.0,0.0,500.0,0.005984814731164079,False,True,0.005984814731164079,66.6626767901792,333.313383950896,True,0.0,0.0,0.0,True,0.0,0.0,0.0,333.3193687656272,False,333.3193687656272,False,True,True,{},"{'source': 'simulink', 'load_consumption_w': 500.00598481473116, 'max_safe_discharge_w': 475.0, 'max_safe_charge_w': 0.0, 'source_power_limit_w': 500.0, 'source_deficit_w': 0.005984814731164079, 'source_support_needed': False, 'source_support_active': True, 'source_support_target_w': 0.005984814731164079, 'bus_voltage_error_v': 66.6626767901792, 'bus_voltage_support_w': 333.313383950896, 'bus_voltage_support_active': True, 'bus_support_integral_error_v': 0.0, 'bus_support_integral_v_s': 0.0, 'bus_support_integral_w': 0.0, 'bus_support_integral_context_active': True, 'bus_support_integral_gain_w_per_v_s': 0.0, 'bus_support_integral_max_w': 20.0, 'bus_support_integral_leak_per_s': 0.25, 'bus_support_integral_deadband_v': 0.25, 'bus_support_trim_error_v': 0.0, 'bus_support_trim_source_slack_w': 0.0, 'bus_support_trim_w': 0.0, 'bus_support_trim_gain_w_per_v_s': 0.0, 'bus_support_trim_max_w': 12.0, 'bus_support_trim_decay_w_per_s': 0.25, 'bus_support_trim_deadband_v': 0.25, 'bus_support_trim_source_slack_deadband_w': 2.0, 'bus_support_target_unslewed_w': 333.3193687656272, 'bus_support_target_slew_active': False, 'bus_support_target_slew_down_w_per_s': 0.0, 'bus_support_target_w': 333.3193687656272, 'bus_support_min_w': 150.0, 'bus_support_gain_w_per_v': 5.0, 'source_support_entry_margin_w': 5.0, 'source_support_clear_margin_w': 1.0, 'source_support_bus_hysteresis_v': 5.0, 'source_support_hold_s': 3.0, 'source_backfeed_guard_enabled': True, 'source_min_power_w': 0.0, 'source_power_margin_w': 25.0, 'charge_headroom_guard_enabled': True, 'charge_power_margin_w': 25.0, 'charge_resume_bus_v': 385.0, 'charge_blocked_until_s': 117.016, 'post_discharge_charge_hold_s': 10.0, 'block_discharge_below_soc_min': True, 'allow_source_support_below_soc_min': True}",DISCHARGE,333.319,True,LLM: bus below target; battery supports bus,DISCHARGE,300.0,True,LLM: bus below target; battery supports bus; rate limit moved command toward 333.319 W; applied 300.000 W this tick,rate limit moved command toward 333.319 W; applied 300.000 W this tick,SOC 15.00% below target minimum 40.00% | bus voltage 333.34 V below soft minimum 380.00 V
19,running,114.92,15.0,333.33345130809215,273.7113402061858,0.0,0.0,-500.0001769621382,500.0001769621382,500.0,475.0,0.0,500.0,0.00017696213819817785,False,True,0.00017696213819817785,66.66654869190785,333.33274345953924,True,0.0,0.0,0.0,True,0.0,0.0,0.0,333.33292042167744,False,333.33292042167744,False,True,True,{},"{'source': 'simulink', 'load_consumption_w': 500.0001769621382, 'max_safe_discharge_w': 475.0, 'max_safe_charge_w': 0.0, 'source_power_limit_w': 500.0, 'source_deficit_w': 0.00017696213819817785, 'source_support_needed': False, 'source_support_active': True, 'source_support_target_w': 0.00017696213819817785, 'bus_voltage_error_v': 66.66654869190785, 'bus_voltage_support_w': 333.33274345953924, 'bus_voltage_support_active': True, 'bus_support_integral_error_v': 0.0, 'bus_support_integral_v_s': 0.0, 'bus_support_integral_w': 0.0, 'bus_support_integral_context_active': True, 'bus_support_integral_gain_w_per_v_s': 0.0, 'bus_support_integral_max_w': 20.0, 'bus_support_integral_leak_per_s': 0.25, 'bus_support_integral_deadband_v': 0.25, 'bus_support_trim_error_v': 0.0, 'bus_support_trim_source_slack_w': 0.0, 'bus_support_trim_w': 0.0, 'bus_support_trim_gain_w_per_v_s': 0.0, 'bus_support_trim_max_w': 12.0, 'bus_support_trim_decay_w_per_s': 0.25, 'bus_support_trim_deadband_v': 0.25, 'bus_support_trim_source_slack_deadband_w': 2.0, 'bus_support_target_unslewed_w': 333.33292042167744, 'bus_support_target_slew_active': False, 'bus_support_target_slew_down_w_per_s': 0.0, 'bus_support_target_w': 333.33292042167744, 'bus_support_min_w': 150.0, 'bus_support_gain_w_per_v': 5.0, 'source_support_entry_margin_w': 5.0, 'source_support_clear_margin_w': 1.0, 'source_support_bus_hysteresis_v': 5.0, 'source_support_hold_s': 3.0, 'source_backfeed_guard_enabled': True, 'source_min_power_w': 0.0, 'source_power_margin_w': 25.0, 'charge_headroom_guard_enabled': True, 'charge_power_margin_w': 25.0, 'charge_resume_bus_v': 385.0, 'charge_blocked_until_s': 121.013, 'post_discharge_charge_hold_s': 10.0, 'block_discharge_below_soc_min': True, 'allow_source_support_below_soc_min': True}",DISCHARGE,333.333,True,LLM: bus below target; battery supports bus,DISCHARGE,333.333,True,LLM: bus below target; battery supports bus,none,SOC 15.00% below target minimum 40.00% | bus voltage 333.33 V below soft minimum 380.00 V
20,running,118.782,15.0,333.33333696600846,273.7113402061858,0.0,0.0,-500.0000054490127,500.0000054490127,500.0,475.0,0.0,500.0,5.449012689950905e-06,False,True,5.449012689950905e-06,66.66666303399154,333.3333151699577,True,0.0,0.0,0.0,True,0.0,0.0,0.0,333.3333206189704,False,333.3333206189704,False,True,True,{},"{'source': 'simulink', 'load_consumption_w': 500.0000054490127, 'max_safe_discharge_w': 475.0, 'max_safe_charge_w': 0.0, 'source_power_limit_w': 500.0, 'source_deficit_w': 5.449012689950905e-06, 'source_support_needed': False, 'source_support_active': True, 'source_support_target_w': 5.449012689950905e-06, 'bus_voltage_error_v': 66.66666303399154, 'bus_voltage_support_w': 333.3333151699577, 'bus_voltage_support_active': True, 'bus_support_integral_error_v': 0.0, 'bus_support_integral_v_s': 0.0, 'bus_support_integral_w': 0.0, 'bus_support_integral_context_active': True, 'bus_support_integral_gain_w_per_v_s': 0.0, 'bus_support_integral_max_w': 20.0, 'bus_support_integral_leak_per_s': 0.25, 'bus_support_integral_deadband_v': 0.25, 'bus_support_trim_error_v': 0.0, 'bus_support_trim_source_slack_w': 0.0, 'bus_support_trim_w': 0.0, 'bus_support_trim_gain_w_per_v_s': 0.0, 'bus_support_trim_max_w': 12.0, 'bus_support_trim_decay_w_per_s': 0.25, 'bus_support_trim_deadband_v': 0.25, 'bus_support_trim_source_slack_deadband_w': 2.0, 'bus_support_target_unslewed_w': 333.3333206189704, 'bus_support_target_slew_active': False, 'bus_support_target_slew_down_w_per_s': 0.0, 'bus_support_target_w': 333.3333206189704, 'bus_support_min_w': 150.0, 'bus_support_gain_w_per_v': 5.0, 'source_support_entry_margin_w': 5.0, 'source_support_clear_margin_w': 1.0, 'source_support_bus_hysteresis_v': 5.0, 'source_support_hold_s': 3.0, 'source_backfeed_guard_enabled': True, 'source_min_power_w': 0.0, 'source_power_margin_w': 25.0, 'charge_headroom_guard_enabled': True, 'charge_power_margin_w': 25.0, 'charge_resume_bus_v': 385.0, 'charge_blocked_until_s': 124.92, 'post_discharge_charge_hold_s': 10.0, 'block_discharge_below_soc_min': True, 'allow_source_support_below_soc_min': True}",DISCHARGE,333.333,True,LLM: bus below target; battery supports bus,DISCHARGE,333.333,True,LLM: bus below target; battery supports bus,none,SOC 15.00% below target minimum 40.00% | bus voltage 333.33 V below soft minimum 380.00 V
